Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Steven Adams,C,26,OKC,51,51,27.1,4.6,7.8,.583,0.0,0.1,.333,4.5,7.8,.584,.584,1.9,3.1,.606,3.4,6.1,9.5,2.5,0.8,1.1,1.5,2.0,11.1
Bam Adebayo,PF,22,MIA,56,56,34.4,6.3,10.8,.578,0.0,0.2,.083,6.2,10.6,.588,.578,3.5,5.1,.684,2.6,7.8,10.4,5.0,1.3,1.2,2.8,2.4,16.0
LaMarcus Aldridge,C,34,SAS,52,52,33.0,7.3,14.8,.495,1.2,2.9,.392,6.2,11.9,.520,.534,3.0,3.6,.829,2.0,5.5,7.5,2.4,0.6,1.6,1.4,2.4,18.8
Nickeil Alexander-Walker,SG,21,NOP,41,0,12.2,1.9,5.5,.339,1.0,2.9,.342,0.9,2.7,.336,.427,0.4,0.7,.607,0.2,1.8,2.0,1.8,0.3,0.2,1.0,1.1,5.1
Grayson Allen,SG,24,MEM,30,0,16.6,2.6,5.9,.449,1.1,3.0,.363,1.5,2.8,.541,.543,1.0,1.2,.857,0.2,2.0,2.2,1.4,0.2,0.0,0.8,1.2,7.4
Jarrett Allen,C,21,BRK,55,51,26.3,4.2,6.7,.637,0.0,0.1,.000,4.2,6.6,.645,.637,2.4,3.8,.632,3.1,6.5,9.6,1.4,0.6,1.4,1.1,2.3,10.9
Kadeem Allen,SG,27,NYK,10,0,11.7,1.9,4.4,.432,0.5,1.6,.313,1.4,2.8,.500,.489,0.7,1.1,.636,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5.0
Al-Farouq Aminu,PF,29,ORL,18,2,21.1,1.4,4.8,.291,0.5,2.0,.250,0.9,2.8,.320,.343,1.1,1.6,.655,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3
Justin Anderson,SF,26,BRK,3,0,5.7,0.3,2.0,.167,0.0,1.0,.000,0.3,1.0,.333,.167,0.3,0.7,.500,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.7,1.0
Kyle Anderson,PF,26,MEM,50,11,18.3,2.3,4.5,.504,0.2,0.9,.222,2.1,3.6,.575,.527,0.8,1.2,.655,1.0,3.2,4.2,2.2,0.8,0.5,0.9,1.5,5.5
Ryan Anderson,PF,31,HOU,2,0,7.0,1.0,3.5,.286,0.5,2.5,.200,0.5,1.0,.500,.357,0.0,0.0,,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5
Giannis Antetokounmpo,PF,25,MIL,50,50,30.9,11.1,20.1,.552,1.5,4.8,.311,9.6,15.2,.629,.590,6.4,10.4,.615,2.4,11.2,13.6,5.8,1.1,1.1,3.6,3.1,30.0
Kostas Antetokounmpo,PF,22,LAL,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0
Thanasis Antetokounmpo,SF,27,MIL,15,1,4.1,0.9,1.5,.565,0.0,0.2,.000,0.9,1.3,.650,.565,0.3,0.6,.444,0.4,0.1,0.5,0.4,0.1,0.1,0.3,0.6,2.0
Carmelo Anthony,PF,35,POR,42,42,32.6,5.9,14.0,.419,1.5,4.1,.360,4.4,9.9,.444,.472,2.3,2.8,.845,1.3,5.2,6.5,1.5,0.8,0.5,1.7,3.0,15.6
OG Anunoby,SF,22,TOR,56,55,29.3,4.1,8.2,.499,1.2,3.3,.364,2.9,4.9,.592,.573,0.8,1.2,.667,1.1,4.3,5.4,1.5,1.2,0.7,1.3,2.4,10.2
Ryan Arcidiacono,PG,25,CHI,54,3,15.7,1.5,3.7,.396,0.9,2.4,.385,0.6,1.3,.417,.520,0.5,0.6,.735,0.3,1.5,1.8,1.6,0.4,0.1,0.6,1.6,4.4
Trevor Ariza,SF,34,TOT,45,13,26.9,2.5,5.7,.432,1.3,3.6,.360,1.2,2.1,.559,.547,0.8,1.0,.822,0.6,4.0,4.6,1.6,1.3,0.3,1.0,2.1,7.1
Trevor Ariza,SF,34,SAC,32,0,24.7,2.0,5.2,.388,1.3,3.8,.352,0.7,1.3,.488,.518,0.7,0.8,.778,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2.0,6.0
Trevor Ariza,SF,34,POR,13,13,32.2,3.6,7.1,.511,1.2,3.2,.381,2.4,3.8,.620,.598,1.2,1.4,.889,0.6,4.2,4.8,1.6,1.8,0.4,1.3,2.3,9.7
D.J. Augustin,PG,32,ORL,40,6,25.7,3.2,8.2,.390,1.2,3.5,.341,2.0,4.8,.426,.462,2.9,3.3,.877,0.4,2.0,2.4,4.6,0.7,0.0,1.4,1.1,10.4
Deandre Ayton,C,21,PHO,25,20,33.2,8.5,15.7,.543,0.0,0.1,.000,8.5,15.6,.546,.543,2.0,2.6,.781,4.2,8.0,12.2,2.0,0.7,1.6,2.1,3.2,19.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Bacon,SG,24,CHO,39,11,17.6,2.2,6.3,.348,0.5,1.7,.284,1.7,4.5,.373,.387,0.9,1.4,.660,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7
Marvin Bagley,PF,20,SAC,13,6,25.7,6.0,12.8,.467,0.3,1.7,.182,5.7,11.2,.510,.479,1.9,2.4,.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2
Lonzo Ball,PG,22,NOP,49,40,32.0,4.4,11.0,.400,2.3,6.3,.367,2.1,4.7,.445,.506,0.6,1.1,.566,1.1,4.9,6.0,6.8,1.3,0.5,3.0,2.0,11.8
Mo Bamba,C,21,ORL,51,0,14.9,2.2,4.7,.467,0.6,1.7,.333,1.6,3.0,.542,.527,0.4,0.6,.688,1.5,3.4,4.9,0.7,0.4,1.4,0.8,1.9,5.4
J.J. Barea,PG,35,DAL,18,4,15.7,3.4,7.7,.446,1.3,3.0,.426,2.2,4.7,.459,.529,0.8,0.8,1.000,0.5,1.7,2.2,3.8,0.2,0.1,1.4,0.7,8.9
Harrison Barnes,PF,27,SAC,56,56,34.8,5.1,11.2,.456,1.4,3.8,.379,3.7,7.4,.496,.521,3.1,3.9,.803,0.9,3.9,4.8,2.3,0.6,0.2,1.2,1.3,14.8
RJ Barrett,SG,19,NYK,46,45,30.4,5.0,12.8,.389,1.0,3.4,.308,3.9,9.4,.418,.430,2.7,4.5,.607,1.0,4.1,5.1,2.4,1.0,0.3,2.1,2.3,13.7
Will Barton,SF,29,DEN,50,50,33.1,5.7,12.8,.445,1.8,4.7,.380,3.9,8.0,.484,.516,1.8,2.4,.756,1.5,5.0,6.5,3.8,1.1,0.5,1.4,2.1,15.0
Keita Bates-Diop,SF,24,TOT,39,0,17.1,2.3,5.3,.428,0.8,2.4,.330,1.5,2.9,.509,.502,1.3,1.8,.710,0.5,2.3,2.9,0.8,0.4,0.5,0.4,1.0,6.6
Keita Bates-Diop,SF,24,MIN,37,0,17.5,2.4,5.6,.422,0.8,2.5,.330,1.5,3.0,.500,.498,1.2,1.8,.708,0.6,2.4,3.0,0.8,0.5,0.5,0.4,1.0,6.8
Keita Bates-Diop,SF,24,DEN,2,0,9.5,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,1.5,2.0,.750,0.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,3.5
Nicolas Batum,SF,31,CHO,22,3,23.0,1.3,3.7,.346,0.6,2.2,.286,0.6,1.5,.438,.432,0.4,0.5,.900,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6
Aron Baynes,C,33,PHO,35,25,22.3,4.3,8.7,.493,1.2,3.7,.333,3.1,5.0,.611,.564,1.3,1.7,.721,1.5,3.9,5.5,1.8,0.2,0.6,1.2,3.5,11.1
Kent Bazemore,SF-SG,30,TOT,56,21,24.8,2.8,7.7,.364,1.3,3.7,.338,1.6,4.0,.388,.445,1.6,2.1,.784,0.4,3.7,4.0,1.3,1.1,0.6,1.3,2.8,8.5
Kent Bazemore,SF,30,POR,43,21,25.8,2.6,7.6,.347,1.3,4.0,.327,1.3,3.6,.368,.433,1.3,1.7,.806,0.3,3.7,4.0,1.4,1.0,0.7,1.4,2.8,7.9
Kent Bazemore,SG,30,SAC,13,0,21.2,3.4,8.1,.419,1.1,2.8,.389,2.3,5.3,.435,.486,2.5,3.4,.750,0.6,3.5,4.2,0.9,1.2,0.4,0.9,2.7,10.4
Darius Bazley,PF,19,OKC,53,8,17.2,1.7,4.3,.383,0.6,1.9,.300,1.1,2.5,.446,.448,0.6,0.9,.681,0.4,3.3,3.7,0.5,0.4,0.7,0.8,0.8,4.5
Bradley Beal,SG,26,WAS,48,48,35.6,10.1,22.2,.453,2.6,8.0,.320,7.5,14.2,.528,.511,6.9,8.1,.844,1.0,3.4,4.4,6.0,1.1,0.4,3.4,2.3,29.6
Malik Beasley,SG,23,TOT,46,5,19.9,3.4,8.4,.405,1.7,4.5,.377,1.7,3.9,.436,.505,0.9,1.1,.860,0.3,2.0,2.4,1.3,0.7,0.2,1.0,1.4,9.5
Malik Beasley,SG,23,DEN,41,0,18.2,2.9,7.3,.389,1.4,3.9,.360,1.4,3.4,.421,.485,0.8,0.9,.868,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9
Malik Beasley,SG,23,MIN,5,5,33.6,8.0,17.4,.460,4.0,9.2,.435,4.0,8.2,.488,.575,2.0,2.4,.833,1.2,5.2,6.4,2.2,0.6,0.4,2.0,2.6,22.0
Marco Belinelli,SG,33,SAS,48,0,15.1,2.0,5.2,.376,1.0,2.9,.350,0.9,2.3,.409,.474,0.7,0.9,.780,0.1,1.6,1.6,1.3,0.2,0.0,0.3,0.8,5.6
Jordan Bell,C,25,MIN,27,0,8.7,1.2,2.2,.533,0.1,0.3,.222,1.1,1.9,.588,.550,0.6,1.1,.586,1.0,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1
DeAndre' Bembry,SG,25,ATL,43,4,21.3,2.4,5.3,.456,0.3,1.5,.231,2.1,3.8,.546,.489,0.6,1.1,.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8
Dragan Bender,SF,22,TOT,8,0,13.9,1.5,3.6,.414,0.8,1.8,.429,0.8,1.9,.400,.517,0.3,0.6,.400,0.3,2.9,3.1,1.5,0.0,0.8,0.6,2.0,4.0
Dragan Bender,SF,22,MIL,7,0,13.0,1.4,3.0,.476,0.6,1.3,.444,0.9,1.7,.500,.571,0.3,0.4,.667,0.0,2.9,2.9,1.3,0.0,0.7,0.7,2.3,3.7
Dragan Bender,SF,22,GSW,1,0,20.0,2.0,8.0,.250,2.0,5.0,.400,0.0,3.0,.000,.375,0.0,2.0,.000,2.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,6.0
Dāvis Bertāns,PF,27,WAS,46,4,29.4,4.8,11.1,.435,3.5,8.4,.422,1.3,2.7,.476,.595,1.8,2.1,.867,0.7,4.0,4.7,1.8,0.7,0.7,1.0,2.5,15.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Beverley,PG,31,LAC,40,40,28.0,3.1,7.3,.430,1.6,4.4,.364,1.5,2.9,.530,.540,0.6,1.0,.632,1.3,4.5,5.8,4.0,1.2,0.6,1.4,3.2,8.5
Khem Birch,C,27,ORL,38,24,20.3,1.5,3.0,.496,0.0,0.0,.000,1.5,2.9,.500,.496,1.1,1.8,.612,1.8,2.9,4.7,0.9,0.4,0.6,0.6,1.9,4.0
Goga Bitadze,C,20,IND,43,2,8.6,1.3,2.6,.482,0.1,0.6,.154,1.2,2.0,.581,.500,0.5,0.7,.690,0.5,1.5,2.0,0.5,0.1,0.7,0.5,1.2,3.1
Bismack Biyombo,C,27,CHO,47,26,18.9,2.8,5.2,.541,0.0,0.0,,2.8,5.2,.541,.541,1.7,2.8,.602,2.3,3.4,5.7,0.9,0.2,0.8,0.9,2.1,7.4
Nemanja Bjelica,PF,31,SAC,56,53,28.4,4.6,9.5,.483,2.1,4.6,.447,2.6,4.9,.516,.591,0.9,1.1,.825,1.7,4.7,6.4,2.8,0.9,0.6,1.4,3.1,12.2
Eric Bledsoe,PG,30,MIL,48,48,27.1,5.8,12.0,.482,1.3,3.6,.343,4.5,8.4,.542,.534,2.8,3.4,.829,0.7,4.0,4.7,5.4,0.9,0.5,2.4,2.1,15.7
Bogdan Bogdanović,SG,27,SAC,45,12,28.2,5.2,12.2,.430,2.6,7.1,.363,2.7,5.1,.524,.536,1.4,1.9,.709,0.4,2.8,3.2,3.1,0.9,0.2,1.8,2.1,14.4
Bojan Bogdanović,SF,30,UTA,55,55,33.3,6.8,15.1,.449,3.1,7.4,.422,3.7,7.7,.475,.552,4.0,4.5,.898,0.6,3.6,4.2,2.1,0.6,0.1,2.5,1.7,20.7
Jonah Bolden,PF,24,TOT,7,0,6.7,0.6,1.6,.364,0.0,0.6,.000,0.6,1.0,.571,.364,0.3,0.6,.500,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4
Jonah Bolden,PF,24,PHI,4,0,3.5,0.5,0.8,.667,0.0,0.3,.000,0.5,0.5,1.000,.667,0.0,0.5,.000,0.0,0.3,0.3,0.0,0.3,0.0,0.5,1.0,1.0
Jonah Bolden,PF,24,PHO,3,0,11.0,0.7,2.7,.250,0.0,1.0,.000,0.7,1.7,.400,.250,0.7,0.7,1.000,1.0,1.7,2.7,0.0,0.7,0.7,0.0,2.0,2.0
Marques Bolden,C,21,CLE,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Jordan Bone,PG,22,DET,10,0,5.3,0.5,2.0,.250,0.2,1.0,.200,0.3,1.0,.300,.300,0.0,0.0,,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2
Isaac Bonga,SF,20,WAS,50,35,17.7,1.7,3.3,.534,0.4,0.9,.400,1.4,2.4,.585,.589,0.9,1.2,.793,1.1,2.1,3.2,1.1,0.7,0.4,0.7,2.3,4.8
Devin Booker,SG,23,PHO,54,54,35.9,8.9,18.0,.494,2.0,5.5,.360,6.9,12.5,.553,.549,6.6,7.2,.922,0.5,3.7,4.2,6.3,0.7,0.2,3.9,2.9,26.4
Chris Boucher,PF,27,TOR,49,0,13.0,2.2,4.7,.461,0.5,1.7,.274,1.7,3.0,.568,.511,1.5,1.9,.785,1.7,2.7,4.4,0.4,0.4,1.0,0.4,1.9,6.3
Brian Bowen,SG,21,IND,3,0,3.3,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.7
Ky Bowman,PG,22,GSW,42,12,22.3,2.9,7.0,.405,0.7,2.4,.307,2.1,4.6,.456,.458,0.8,0.9,.821,0.6,2.0,2.6,3.0,1.0,0.2,1.4,2.1,7.2
Avery Bradley,SG,29,LAL,41,36,23.6,3.5,7.6,.461,1.1,3.1,.373,2.3,4.5,.522,.537,0.4,0.5,.800,0.4,1.9,2.3,1.1,0.9,0.1,0.9,2.3,8.5
Tony Bradley,C,22,UTA,42,2,10.2,1.9,3.0,.640,0.0,0.0,,1.9,3.0,.640,.640,0.5,0.8,.618,1.7,2.5,4.2,0.3,0.2,0.4,0.5,2.0,4.3
Jarrell Brantley,PF,23,UTA,3,0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.7,1.7,0.3,0.0,0.7,0.3,0.3,0.0
Ignas Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,.273,0.1,1.0,.111,0.6,1.4,.385,.295,0.4,0.6,.800,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikal Bridges,SF,23,PHO,57,16,25.7,3.0,5.9,.503,0.7,2.2,.331,2.3,3.8,.603,.564,1.4,1.7,.832,0.9,3.1,3.9,1.6,1.5,0.6,1.0,2.2,8.1
Miles Bridges,SF,21,CHO,56,55,30.8,5.0,11.5,.438,1.6,4.6,.341,3.4,6.9,.503,.506,1.6,2.0,.802,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.1,13.2
Oshae Brissett,SF,21,TOR,19,0,7.1,0.7,1.9,.361,0.2,0.8,.200,0.5,1.1,.476,.403,0.4,0.5,.800,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9
Ryan Broekhoff,SG,29,DAL,17,1,10.6,1.3,3.5,.373,1.2,3.0,.392,0.1,0.5,.250,.542,0.4,0.5,.875,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2
Malcolm Brogdon,PG,27,IND,43,43,30.9,6.0,13.9,.430,1.3,4.2,.308,4.7,9.7,.484,.477,3.0,3.4,.897,0.9,3.9,4.8,7.2,0.7,0.2,2.5,1.8,16.3
Dillon Brooks,SG,24,MEM,56,56,28.3,5.6,13.8,.407,2.0,5.3,.376,3.6,8.5,.426,.479,2.2,2.7,.813,1.0,2.4,3.4,2.0,0.9,0.4,1.6,3.8,15.4
Bruce Brown,SG,23,DET,56,42,28.1,3.4,7.6,.443,0.6,1.6,.337,2.8,6.0,.472,.479,1.6,2.1,.737,1.0,3.7,4.7,3.9,1.1,0.5,1.7,2.8,8.9
Charlie Brown,SG,22,ATL,10,0,4.0,0.6,1.9,.316,0.3,0.9,.333,0.3,1.0,.300,.395,0.5,0.5,1.000,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0
Jaylen Brown,SF,23,BOS,46,46,33.7,7.5,15.2,.496,2.1,5.5,.379,5.4,9.7,.562,.564,3.2,4.3,.737,1.1,5.3,6.4,2.2,1.2,0.3,2.4,3.0,20.3
Moses Brown,C,20,POR,9,0,3.7,0.4,1.1,.400,0.0,0.0,,0.4,1.1,.400,.400,0.3,0.9,.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
Sterling Brown,SF,24,MIL,39,0,14.5,1.8,4.7,.378,0.8,2.4,.326,1.0,2.3,.433,.462,0.7,0.8,.788,0.7,3.1,3.8,0.9,0.5,0.2,0.8,1.1,5.1
Troy Brown,SG,20,WAS,52,14,25.6,4.0,8.6,.462,0.8,2.3,.336,3.2,6.2,.509,.508,1.5,1.9,.752,1.1,4.4,5.5,2.3,1.4,0.1,1.1,1.9,10.2
Jalen Brunson,PG,23,DAL,57,16,17.9,3.2,6.8,.466,0.8,2.1,.358,2.4,4.7,.515,.522,1.1,1.3,.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
Thomas Bryant,C,22,WAS,31,23,24.8,5.1,8.6,.590,0.5,1.4,.341,4.6,7.2,.640,.618,1.8,2.5,.727,2.1,5.2,7.3,2.1,0.4,0.9,1.3,2.3,12.4
Reggie Bullock,SG,28,NYK,22,19,25.6,3.7,9.3,.402,1.6,4.6,.343,2.1,4.6,.461,.488,0.7,0.9,.842,0.6,2.0,2.5,1.5,1.1,0.0,0.6,2.3,9.8
Trey Burke,PG,27,PHI,25,0,13.2,2.4,5.1,.465,0.6,1.5,.421,1.7,3.6,.483,.528,0.5,0.7,.722,0.6,0.8,1.4,2.1,0.3,0.0,0.5,0.8,5.9
Alec Burks,SG,28,TOT,51,18,28.5,5.0,12.3,.404,1.7,4.6,.370,3.3,7.7,.424,.473,4.1,4.5,.896,0.8,3.8,4.6,3.0,1.0,0.3,1.5,2.2,15.7
Alec Burks,SG,28,GSW,48,18,29.0,5.1,12.5,.406,1.8,4.7,.375,3.3,7.9,.424,.476,4.2,4.7,.897,0.8,3.9,4.7,3.1,1.0,0.4,1.6,2.2,16.1
Alec Burks,SG,28,PHI,3,0,21.7,3.3,9.3,.357,1.0,3.7,.273,2.3,5.7,.412,.411,2.0,2.3,.857,0.7,2.0,2.7,1.3,0.7,0.0,0.3,1.7,9.7
Deonte Burton,SG,26,OKC,31,0,8.3,1.1,3.1,.368,0.3,1.3,.200,0.9,1.8,.491,.411,0.2,0.4,.500,0.2,1.1,1.3,0.4,0.1,0.3,0.3,0.9,2.7
Jimmy Butler,SF,30,MIA,47,47,34.4,6.2,13.6,.453,0.6,2.4,.246,5.6,11.2,.498,.475,7.6,9.1,.836,1.9,5.0,6.9,6.2,1.8,0.6,2.3,1.4,20.6
Bruno Caboclo,SF,24,TOT,23,0,8.6,1.2,3.0,.400,0.2,1.1,.154,1.0,1.9,.545,.429,0.1,0.1,.667,0.7,1.2,2.0,0.4,0.5,0.6,0.4,1.0,2.7
Bruno Caboclo,SF,24,MEM,22,0,8.7,1.3,3.1,.406,0.2,1.1,.160,1.1,2.0,.545,.435,0.1,0.1,.667,0.8,1.2,2.0,0.5,0.5,0.5,0.3,1.0,2.8
Bruno Caboclo,SF,24,HOU,1,0,5.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentavious Caldwell-Pope,SG,26,LAL,55,20,25.4,3.4,7.3,.468,1.4,3.5,.406,2.0,3.8,.524,.565,1.3,1.6,.807,0.6,1.5,2.1,1.7,0.8,0.2,0.9,1.8,9.5
Vlatko Čančar,SF,22,DEN,11,0,3.5,0.5,1.0,.455,0.1,0.5,.200,0.4,0.5,.667,.500,0.4,0.4,1.000,0.3,0.5,0.7,0.3,0.1,0.1,0.3,0.5,1.4
Clint Capela,C,25,HOU,39,39,32.8,6.3,9.9,.629,0.0,0.0,,6.3,9.9,.629,.629,1.4,2.7,.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9
DeMarre Carroll,SF,33,TOT,16,0,9.3,0.6,1.8,.310,0.2,0.8,.231,0.4,1.0,.375,.362,0.9,1.4,.636,0.6,1.6,2.1,0.9,0.1,0.1,0.8,1.3,2.2
DeMarre Carroll,SF,33,SAS,15,0,9.0,0.6,1.9,.310,0.2,0.9,.231,0.4,1.1,.375,.362,0.8,1.3,.600,0.5,1.6,2.1,0.7,0.1,0.1,0.7,1.3,2.2
DeMarre Carroll,SF,33,HOU,1,0,13.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,2.0,2.0,1.000,2.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,2.0
Jevon Carter,PG,24,PHO,42,2,14.3,1.5,3.7,.410,0.9,2.0,.419,0.7,1.7,.400,.526,0.4,0.4,.833,0.5,1.4,1.9,1.3,0.7,0.3,0.7,1.4,4.3
Vince Carter,SF,43,ATL,51,0,15.0,1.8,5.1,.351,1.0,3.4,.293,0.8,1.7,.466,.448,0.5,0.6,.793,0.3,1.9,2.2,0.9,0.4,0.5,0.6,1.6,5.1
Wendell Carter,C,20,CHI,37,37,30.0,4.5,8.4,.537,0.2,0.8,.214,4.3,7.6,.569,.547,2.6,3.5,.736,3.5,6.4,9.9,1.2,0.8,0.9,1.7,3.8,11.7
Michael Carter-Williams,SG,28,ORL,33,0,17.9,2.2,5.5,.409,0.4,1.5,.245,1.9,4.0,.470,.442,1.5,1.9,.781,1.1,2.3,3.4,2.6,1.1,0.5,1.1,1.7,6.4
Alex Caruso,PG,25,LAL,52,0,18.1,1.9,4.5,.426,0.7,1.9,.354,1.3,2.6,.478,.500,1.0,1.3,.791,0.3,1.6,1.9,1.7,1.0,0.3,0.8,1.6,5.5
Willie Cauley-Stein,C,26,TOT,50,39,21.0,3.3,5.8,.574,0.0,0.0,.000,3.3,5.8,.576,.574,0.8,1.3,.619,1.6,4.3,5.9,1.3,1.0,1.2,0.8,2.4,7.5
Willie Cauley-Stein,C,26,GSW,41,37,22.9,3.5,6.3,.560,0.0,0.0,,3.5,6.3,.560,.560,0.9,1.4,.614,1.7,4.5,6.2,1.5,1.1,1.2,0.9,2.5,7.9
Willie Cauley-Stein,C,26,DAL,9,2,12.3,2.6,3.8,.676,0.0,0.1,.000,2.6,3.7,.697,.676,0.4,0.7,.667,1.0,3.6,4.6,0.8,0.4,0.9,0.4,1.8,5.6
Tyson Chandler,C,37,HOU,26,5,8.4,0.5,0.7,.778,0.0,0.0,,0.5,0.7,.778,.778,0.2,0.5,.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3
Wilson Chandler,SF,32,BRK,27,0,21.2,2.3,5.4,.421,1.0,3.4,.308,1.2,2.0,.611,.517,0.7,0.8,.857,0.3,4.1,4.4,1.1,0.6,0.4,1.0,2.2,6.2
Joe Chealey,PG,24,CHO,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zylan Cheatham,SF,24,NOP,3,0,10.3,0.7,1.7,.400,0.0,0.3,.000,0.7,1.3,.500,.400,0.0,0.0,,0.3,1.7,2.0,0.7,0.0,0.3,1.0,1.7,1.3
Chris Chiozza,PG,24,TOT,15,0,10.0,0.9,2.9,.295,0.5,1.5,.364,0.3,1.5,.227,.386,0.0,0.0,,0.1,1.2,1.3,2.3,0.8,0.1,0.7,0.8,2.3
Chris Chiozza,PG,24,WAS,10,0,12.3,1.0,3.4,.294,0.7,1.6,.438,0.3,1.8,.167,.397,0.0,0.0,,0.0,1.5,1.5,2.8,1.0,0.2,0.9,1.2,2.7
Chris Chiozza,PG,24,BRK,5,0,5.4,0.6,2.0,.300,0.2,1.2,.167,0.4,0.8,.500,.350,0.0,0.0,,0.2,0.6,0.8,1.4,0.4,0.0,0.2,0.0,1.4
Marquese Chriss,PF,22,GSW,51,13,19.2,3.3,6.2,.535,0.2,0.7,.229,3.2,5.5,.573,.547,1.9,2.5,.760,1.9,3.8,5.7,1.7,0.6,1.1,1.3,1.9,8.7
Gary Clark,PF,25,TOT,31,0,12.2,1.2,3.1,.379,0.9,2.6,.329,0.3,0.4,.692,.521,0.3,0.3,.889,0.8,1.6,2.5,0.4,0.1,0.4,0.1,0.9,3.5
Gary Clark,PF,25,HOU,18,0,11.8,1.3,3.3,.390,1.0,2.8,.353,0.3,0.4,.625,.542,0.3,0.4,.857,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9
Gary Clark,PF,25,ORL,13,0,12.8,1.0,2.8,.361,0.7,2.4,.290,0.3,0.4,.800,.486,0.2,0.2,1.000,1.1,1.7,2.8,0.1,0.2,0.5,0.2,0.6,2.8
Brandon Clarke,PF,23,MEM,49,2,22.1,5.2,8.3,.623,0.4,1.1,.404,4.8,7.3,.654,.648,1.5,1.9,.785,1.6,4.4,5.9,1.5,0.5,0.9,0.9,1.7,12.3
Jordan Clarkson,SG,27,TOT,55,0,24.3,5.6,12.0,.467,2.2,5.7,.377,3.5,6.3,.549,.557,2.0,2.4,.842,0.7,1.9,2.6,2.1,0.6,0.3,1.2,1.4,15.4
Jordan Clarkson,SG,27,CLE,29,0,23.0,5.0,11.2,.442,2.0,5.5,.371,2.9,5.8,.509,.532,2.6,3.0,.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6
Jordan Clarkson,SG,27,UTA,26,0,25.8,6.3,12.9,.491,2.3,6.0,.382,4.0,6.9,.587,.580,1.4,1.8,.766,0.6,2.3,2.9,1.7,0.7,0.3,1.1,1.7,16.4
Nicolas Claxton,PF,20,BRK,14,0,13.1,1.9,3.3,.565,0.1,0.5,.143,1.8,2.8,.641,.576,0.6,1.4,.474,1.4,1.7,3.1,1.1,0.1,0.6,0.6,1.0,4.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
